Experimental value,Predictive value,Class
9.740362689,9.640106612,Training
10.23044892,10.13045875,Training
10.34242268,10.24269949,Training
9.84509804,9.945099933,Training
10.36172784,10.26161025,Training
9.230448921,9.330622921,Training
9.86923172,9.888192258,Training
9.146128036,9.246003616,Training
9.204119983,9.27490858,Training
9.681241237,9.581277921,Training
10.14612804,10.04597013,Training
9.812913357,9.912832887,Training
9.352182518,9.25250116,Training
8.342422681,8.442475802,Training
9.837588438,9.737297278,Training
9.255272505,9.27490858,Training
9.255272505,9.355265949,Training
9.833147112,9.732673184,Training
7.859738566,7.959644232,Training
9.826074803,9.725600723,Training
7.69019608,7.790165806,Training
9.762678564,9.685958998,Training
9.301029996,9.401115847,Training
9.72427587,9.823826802,Training
9.204119983,9.304119488,Training
9.62324929,9.560695408,Training
9.643452676,9.543258043,Training
9.399673721,9.483683113,Training
8.84509804,8.945030589,Training
9.568201724,9.668439957,Training
9.204119983,9.304194659,Training
9.850033258,9.756986634,Training
9.390935107,9.491158168,Training
9.556302501,9.656746577,Training
9.869818208,9.769940648,Training
9.933993164,9.834386917,Training
9.414973348,9.515034394,Training
9.62324929,9.593768544,Training
9.204119983,9.103931105,Training
9.964730921,9.864208035,Training
9.51851394,9.538666632,Training
8.227886705,8.327861486,Training
9.491361694,9.538766223,Training
9.51851394,9.61835705,Training
9.447158031,9.347251216,Training
10.47712125,10.37718534,Training
10.04139269,9.941353721,Training
10,9.900191046,Training
9.792391689,9.692063994,Training
9.910090546,9.810281597,Training
9.77815125,9.877933926,Training
9.866287339,9.904660722,Training
9.397940009,9.497470109,Training
9.799340549,9.699331619,Training
9.380211242,9.420507802,Training
9.810232518,9.710370427,Training
9.146128036,9.163298644,Training
9.505149978,9.561810651,Training
10.11394335,10.01348787,Training
9.857332496,9.756858691,Training
8.767897616,8.867969511,Training
9.397940009,9.497950964,Training
7.698970004,7.798984937,Training
9.230448921,9.330462744,Training
9.276461804,9.37648213,Training
9.762678564,9.862863477,Training
9.84509804,9.944900943,Training
9.680335513,9.580606477,Training
9.643452676,9.659251583,Training
9.565847819,9.666108026,Training
10,9.900020409,Training
9.130333768,9.230344911,Training
9.880241776,9.780255479,Training
8.913813852,8.835571166,Training
9.73239376,9.651187268,Training
9.450249108,9.546358152,Training
9.278753601,9.178685079,Training
10.14921911,10.04924939,Training
9.519827994,9.53042429,Training
9.977723605,9.877919291,Training
7.903089987,8.003104384,Training
10.07918125,9.978896883,Training
8.812913357,8.912969279,Training
9.178976947,9.23643856,Training
9.903089987,9.802777317,Training
8.579783597,8.679508801,Training
9.359835482,9.260179565,Training
9.301029996,9.401242886,Training
9.531478917,9.580846975,Training
8.113943352,8.013755128,Training
9.079181246,9.178741955,Training
9.301029996,9.401284538,Training
9.531478917,9.631588584,Training
9.492760389,9.592961829,Training
10.05690485,9.97873744,Training
9.672097858,9.622840066,Training
9.770852012,9.671123599,Training
9.69019608,9.590052022,Training
9.176091259,9.276102439,Training
9.342422681,9.280453041,Training
9.51054501,9.541822856,Training
9.812913357,9.829586112,Training
8.602059991,8.702317208,Training
9.113943352,9.213663449,Training
9.907948522,9.820568752,Training
9.653212514,9.552900174,Training
9.653212514,9.552939424,Training
9.88592634,9.941464902,Training
8.910090546,9.010247264,Training
9.910624405,9.81098184,Training
10.23044892,10.23626846,Training
9,9.100023091,Training
10.14612804,10.04609335,Training
9.662757832,9.562966417,Training
9.851258349,9.75094599,Training
9.792391689,9.700431367,Training
9.62324929,9.638615289,Training
9.491361694,9.591556723,Training
8.511883361,8.356030405,Training
9.936010796,9.836426866,Training
8.079181246,8.179495116,Training
9.69019608,9.590146055,Training
7.903089987,8.003453708,Training
8.698970004,8.798641833,Training
9.98721923,9.930220175,Training
10.17609126,10.07622305,Training
9.92992956,9.829477559,Training
9.812913357,9.713078066,Training
10.11394335,10.01426105,Training
9.322219295,9.422435179,Training
8.505149978,8.50063769,Training
9.7084209,9.608495719,Training
9.491361694,9.591181571,Training
9.720159303,9.620087498,Training
9.397940009,9.497833304,Training
10.07918125,9.979246825,Training
8.591064607,8.490922056,Training
9.716003344,9.615825447,Training
8.820201459,8.920179945,Training
9.84509804,9.932443042,Training
9.833147112,9.732877012,Training
9.699837726,9.623660141,Training
10,9.900419602,Training
9.73239376,9.832601731,Training
8.230448921,8.330456024,Training
9.903089987,9.803142505,Training
10.07918125,9.978862508,Training
8.888179494,8.988221781,Training
9.799340549,9.714920621,Training
9.612783857,9.712635554,Training
7.820201459,7.920431443,Training
9.875061263,9.774989163,Training
8.953759692,9.053864644,Training
9.397940009,9.394282666,Training
10.11394335,10.01397045,Training
9.84509804,9.744841778,Training
7.922206277,8.022536195,Training
9.770115295,9.707934249,Training
10.13672057,10.17401027,Training
10.11394335,10.01376742,Training
10.17609126,10.07620009,Training
9.880241776,9.780255479,Training
7.69019608,7.789932678,Training
9.889861721,9.789434354,Training
9.820201459,9.719984853,Training
9.491361694,9.391158822,Training
9.278753601,9.378858351,Training
9.204119983,9.304414521,Training
9.84509804,9.945099933,Training
7.963787827,8.063724128,Training
9.477121255,9.577066665,Training
9.790285164,9.763142903,Training
9.729974286,9.630100544,Training
9.361727836,9.461811622,Training
8.301029996,8.401102234,Training
9.812913357,9.713097931,Training
9.62324929,9.590846873,Training
9.178976947,9.23643856,Training
9.973127854,10.07306699,Training
9.718501689,9.618612426,Training
9.257678575,9.3387546,Training
9.230448921,9.330426644,Training
9.041392685,9.141601446,Training
9.850033258,9.750016881,Training
10.07918125,9.978885682,Training
7.832508913,7.932286527,Training
9.204119983,9.187490314,Training
10.13672057,10.03658065,Training
9.599883072,9.545632536,Training
9.833147112,9.732905846,Training
9.910090546,9.810092934,Training
8.31386722,8.413577029,Training
9.736396502,9.836568571,Training
10.11394335,10.01428094,Training
9.832508913,9.733270207,Training
9.176091259,9.275987592,Training
9.149219113,9.208929363,Training
9.176091259,9.276086869,Training
7.51851394,7.618477959,Training
9.792391689,9.878653066,Training
10.30103,10.20107816,Training
9.591064607,9.690912968,Training
9.579783597,9.690087056,Training
9.243038049,9.342992288,Training
10.11394335,10.0140468,Training
10,9.900021579,Training
10.41497335,10.31497261,Training
9.84509804,9.745032831,Training
9.954242509,9.854139573,Training
8.977723605,8.962840541,Training
9.84509804,9.745045252,Training
8.505149978,8.605186016,Training
8.176091259,8.276196106,Training
9.740362689,9.840133513,Training
8.92890769,9.029039857,Training
9.964730921,9.864796756,Training
10.20411998,10.10399224,Training
9.255272505,9.355487959,Training
10.14612804,10.10444879,Training
9.84509804,9.945008469,Training
9.716003344,9.576824214,Training
9.113943352,9.014085496,Training
9.230448921,9.330813961,Training
9.397940009,9.498216168,Training
9.431363764,9.531394579,Training
10,9.89993143,Training
9.499687083,9.599538274,Training
9.698970004,9.605320611,Training
9.079181246,9.073968532,Training
10.20411998,10.24079425,Training
9.790285164,9.690578767,Training
9.447158031,9.347066761,Training
9.672097858,9.77101736,Training
8.540329475,8.64053957,Training
8.113943352,9.049936889,Training
9.399673721,9.499756485,Training
9.079181246,9.179228189,Training
7.591064607,7.69127856,Training
9.875061263,9.97537936,Training
8.67669361,8.576307654,Training
9.591064607,9.691065182,Training
10.00432137,10.09757742,Training
9.505149978,9.573487092,Training
9.908485019,9.808396548,Training
9.77815125,9.67811249,Training
9.662757832,9.760862103,Training
9.77815125,9.678146849,Training
7.943988875,7.933764829,Training
9.770852012,9.786909327,Training
7.113943352,7.21377524,Training
9.322219295,9.323110163,Training
6.966141733,7.066413437,Training
9.477121255,9.538766195,Training
8.505149978,8.604958018,Training
9.672097858,9.772540821,Training
8.972202838,8.871890611,Training
9.146128036,9.046168655,Training
9.204119983,9.161654528,Training
10.11394335,10.01398864,Training
9.716003344,9.691065182,Training
10,9.90037049,Training
8.397940009,8.498129818,Training
9.579783597,9.598026941,Training
9.720159303,9.736492119,Training
8.72427587,8.824514666,Training
9.653212514,9.57864955,Training
9.895422546,9.795702644,Training
9.770852012,9.670575678,Training
9.812913357,9.713286258,Training
9.176091259,9.275918524,Training
9.84509804,9.934495379,Training
9.832508913,9.810783131,Training
9.838849091,9.738394061,Training
7.672097858,7.772204477,Training
8.113943352,8.214128114,Training
9.77815125,9.678377277,Training
7.633468456,7.733357487,Training
8.230448921,8.33045681,Training
8.278753601,8.378635973,Training
10.17609126,10.2757934,Training
10.23044892,10.13045875,Training
9.963787827,9.86412131,Training
9.892094603,9.99227432,Training
7.380211242,7.480422393,Training
9.98721923,9.887237626,Training
9.959994838,9.860063322,Training
9.959041392,9.859384055,Training
9.612783857,9.512663491,Training
9.612783857,9.712908321,Training
9.953759692,9.853810178,Training
9.447158031,9.347386356,Training
9.838849091,9.738969718,Training
8.826074803,8.725877833,Training
10.09691001,9.996884205,Training
10,9.900245487,Training
9.474216264,9.563639147,Training
9.851258349,9.751496458,Training
9.531478917,9.631692792,Training
10.04139269,9.941337111,Training
9.602059991,9.501903375,Training
9.783188691,9.682861837,Training
8.832508913,8.932104148,Training
10.41497335,10.31481759,Training
9.84509804,9.74551794,Training
9.92992956,9.874556067,Training
10.14612804,10.04634796,Training
9.041392685,8.94124084,Training
10.07918125,9.97890105,Training
9.079181246,8.979359763,Training
10.25527251,10.155225,Training
9.982271233,9.882181452,Training
9.908485019,9.808068813,Training
8.397940009,8.497593242,Training
9.820201459,9.510287228,Training
9.84509804,9.745070895,Training
9.729974286,9.629962434,Training
9.167317335,9.267367206,Training
9.544068044,9.530505492,Training
9.88592634,9.785758608,Training
9.840106094,9.758726756,Training
9.857332496,9.948468661,Training
9.903089987,10.00302779,Training
8.301029996,8.400858412,Training
9.447158031,9.546792118,Training
9.609594409,9.639445175,Training
10.5797836,10.47994641,Training
9.740362689,9.840364431,Training
9.672097858,9.572027272,Training
9.86923172,9.769145611,Training
9.301029996,9.40130662,Training
7.949877704,8.050168648,Training
9.505149978,9.561810651,Training
9.698970004,9.598790939,Training
9.662757832,9.562893939,Training
9.278753601,9.378640481,Training
9.041392685,9.141422916,Training
9.934498451,10.03478907,Training
9.859738566,9.803209752,Training
9.589949601,9.490131097,Training
9.301029996,9.400817043,Training
9.301029996,9.400941307,Training
9.954242509,10.05461556,Training
9.477121255,9.409415887,Training
8.62324929,8.523447525,Training
10.53147892,10.43137412,Training
9.790285164,9.690323456,Training
9.772321707,9.751031,Training
10.41497335,10.31454229,Training
9.230448921,9.330575162,Training
10.23044892,10.13077261,Training
9.57054294,9.47086592,Training
10.77815125,10.6782842,Training
9.670245853,9.770433281,Training
9.953759692,9.853861744,Training
10.14612804,10.04650344,Training
9.716003344,9.616360839,Training
8.230448921,8.330804864,Training
9.86332286,9.763060625,Training
9.041392685,9.141504221,Training
9.86332286,9.76327595,Training
9.176091259,9.109412217,Training
9.889861721,9.789783077,Training
9.301029996,9.270025959,Training
8.681241237,8.781547046,Training
10.19865709,10.09883377,Training
9.469822016,9.369458234,Training
9.806179974,9.705907911,Training
9.041392685,9.1412195,Training
9.72427587,9.623889643,Training
8.301029996,8.401013621,Training
9.591064607,9.691277962,Training
9.880813592,9.893090109,Training
10.11394335,10.01389057,Training
9.675778342,9.671123599,Training
9.986771734,9.930220175,Training
9.462397998,9.362154921,Training
9.880241776,9.780475501,Training
9.447158031,9.480178599,Training
9.515873844,9.549909243,Training
9.85672889,9.756329063,Training
10,9.899608662,Training
9.397940009,9.297589646,Training
9.968482949,9.86820912,Training
9.113943352,9.214082394,Training
9.876217841,9.888765896,Training
9.959994838,9.86038042,Training
9.531478917,9.431836909,Training
9.72427587,9.624101,Training
9.820201459,9.720305827,Training
9.840106094,9.740460723,Training
9.342422681,9.442307052,Training
8.544068044,8.644131816,Training
9.414973348,9.515101095,Training
9.929418926,9.829414538,Training
10.30103,10.20098146,Training
9.653212514,9.672496738,Training
9.806179974,9.906317385,Training
9.397940009,9.498086392,Training
9.176091259,9.241778804,Training
9.380211242,9.480308723,Training
10.36172784,10.26170516,Training
9.544068044,9.444162032,Training
10.30103,10.20134331,Training
10.25527251,10.15538549,Training
8.718501689,8.818626636,Training
9.672097858,9.572139207,Training
10.16435286,10.0641372,Training
8.42975228,8.530175356,Training
8.041392685,8.141353982,Training
8.749736316,8.849815148,Training
9.903089987,9.802924916,Training
9.113943352,9.214117257,Training
9.579783597,9.598917871,Training
9.799340549,9.899266989,Training
9.77815125,9.81507451,Training
9.966610987,9.99239266,Training
10.51851394,10.41829946,Training
10.04532298,10.08670927,Training
9.755874856,9.85607935,Training
9.755874856,9.856147994,Training
9.079181246,9.128038649,Training
9.910090546,9.810281597,Training
6.322219295,6.422146318,Training
9.869818208,9.769930435,Training
9.907948522,9.807920379,Training
9.77815125,9.678377277,Training
7.602059991,7.70189271,Training
9.079181246,9.179271021,Training
9.505149978,9.605205588,Training
9.698970004,9.798847453,Training
10.07918125,10.11406727,Training
8.913813852,9.01357217,Training
9.681241237,9.581277921,Training
9.342422681,9.242036169,Training
9.477121255,9.377117342,Training
9.544068044,9.450010431,Training
10.50514998,10.56116847,Training
9.990782692,10.0468585,Training
9.176091259,9.237250933,Training
9.72427587,9.824213721,Training
10.07918125,9.97916439,Training
9.079181246,9.100586922,Training
9.698970004,9.598917871,Training
9.361727836,9.398572984,Training
10.32221929,10.22243109,Training
9.336459734,9.436521773,Training
10.41497335,10.31486666,Training
9.84509804,9.820212987,Training
9.880813592,9.893090109,Training
8.919078092,9.019113347,Training
9.889861721,9.875113414,Training
9.602059991,9.531230115,Training
9.953759692,9.985131508,Training
9.51054501,9.541822856,Training
9.875061263,9.774830208,Training
10.2787536,10.17894054,Training
9.840106094,9.740258059,Training
9.69019608,9.614770288,Training
7.949877704,8.050092019,Training
8.919078092,9.019113347,Training
9.342422681,9.242091851,Training
9.943494516,9.911054117,Training
9.342422681,9.269608015,Training
9.51851394,9.448842105,Training
9.530199698,9.538692907,Training
10,9.900236955,Training
9.459392488,9.538766223,Training
9.633468456,9.538766223,Training
9.740362689,9.840133513,Training
9.662757832,9.562759086,Training
8.959041392,9.058823457,Training
9.944482672,9.844308509,Training
9.71432976,9.614551094,Training
10.08278537,9.982693301,Training
10.11394335,10.01398864,Training
9.948901761,9.849213912,Training
9.57054294,9.47078821,Training
10.09691001,10.04569011,Training
7.820201459,7.920240769,Training
9.85672889,9.948468661,Training
9.414973348,9.514947965,Training
8.919078092,9.019261021,Training
9.92992956,9.830071529,Training
8.041392685,8.141373082,Training
9.204119983,9.104030176,Training
10.07918125,9.97905219,Training
9.875061263,9.975206593,Training
9.869818208,9.960094314,Training
9.720159303,9.736492119,Training
10.44715803,10.34695173,Training
9.799340549,9.699267824,Training
9.73239376,9.645464597,Training
10.23044892,10.13023279,Training
9.785329835,9.685559643,Training
8.113943352,8.21402323,Training
9.833147112,9.733270207,Training
7.88592634,7.986087761,Training
9.51851394,9.448842105,Training
9.92890769,9.829414538,Training
9.965201701,10.06552524,Training
9.799340549,9.899266989,Training
9.079181246,9.17931431,Training
10.14921911,10.04924939,Training
8.041392685,8.141373082,Training
10.07554696,9.975584644,Training
10.1903317,10.11131368,Training
10.17609126,10.07617224,Training
9.322219295,9.422023987,Training
9.681241237,9.781281784,Training
9.681241237,9.580930111,Training
9.544068044,9.443864677,Training
9.431363764,9.499691088,Training
9.897627091,9.997182839,Training
9.544068044,9.643936769,Training
9.910090546,9.810409078,Training
10.02938378,9.928996689,Training
9.84509804,9.74490906,Training
9.762678564,9.695035485,Training
9.344392274,9.381986611,Training
9.77815125,9.678410093,Training
9.579783597,9.538753165,Training
9.77815125,9.678377277,Training
9.146128036,9.245873159,Training
8.913813852,8.835571166,Training
9.923761961,9.823770393,Training
9.62324929,9.56858949,Training
8.342422681,8.442376143,Training
10,10.10040798,Training
9.968482949,9.868272241,Training
9.322219295,9.422435738,Training
9.670245853,9.770433281,Training
9.968482949,9.868097663,Training
9.86923172,9.919493489,Training
9.899820502,9.825422971,Training
9.808885867,9.708830913,Training
9.403120521,9.503490664,Training
9.540329475,9.588512786,Training
9.544068044,9.472491122,Training
8.255272505,8.275207811,Training
9.716003344,9.615900009,Training
8.255272505,8.154930218,Training
10.25527251,10.15566943,Training
9.58546073,9.48547121,Training
9.940018155,9.886917752,Training
9.462397998,9.562455703,Training
9.301029996,9.401205073,Training
8.28780173,8.387687913,Training
9.414973348,9.515183365,Training
9.519827994,9.53042429,Training
10,9.899811401,Training
10.14612804,10.04608115,Training
9.740362689,9.784113252,Training
8.079181246,7.978895483,Training
8.667452953,8.767487391,Training
6.301029996,6.400986127,Training
10.51851394,10.41884433,Training
10.20411998,10.10853419,Training
9.949390007,9.848997557,Training
9.447158031,9.547184919,Training
9.910090546,9.810338007,Training
10.20411998,10.10425648,Training
9.990782692,10.03845596,Training
10.11394335,10.01380691,Training
9.880241776,9.780142223,Training
9.681241237,9.581248479,Training
9.342422681,9.27490858,Training
9.113943352,9.214054166,Training
9.770852012,9.751031,Training
9.857332496,9.828322295,Training
10.13033377,10.06892201,Training
9.230448921,9.330448325,Training
10.23044892,10.12997836,Training
9.903089987,9.803145801,Training
10.36172784,10.26190136,Training
10.0211893,9.921222285,Training
9.762678564,9.662680287,Training
9,9.100002348,Training
9.579783597,9.679912877,Training
8.806179974,8.906175048,Training
10.47712125,10.37720807,Training
9.954242509,9.605205588,Training
8.84509804,8.945030589,Training
10.04139269,9.941313047,Training
9.176091259,9.276192602,Training
9.740362689,9.640416289,Training
9.093421685,9.193743367,Training
9.301029996,9.270025959,Training
8.11058971,8.210291112,Training
9.851258349,9.751393399,Training
8.633468456,8.733518128,Training
9.447158031,9.547184919,Training
9.77815125,9.678146849,Training
10,9.899809029,Training
9.079181246,9.178923813,Training
9.204119983,9.304115016,Training
9.913813852,9.813676284,Training
8.892094603,8.958219782,Training
9.672097858,9.772157242,Training
9.851258349,9.75127489,Training
8.301029996,8.400858412,Training
9.28780173,9.387628631,Training
9.462397998,9.591011187,Training
9.806179974,9.706282853,Training
9.57054294,9.47086592,Training
8.770852012,8.670481143,Training
9.390935107,9.491158168,Training
8.633468456,8.733736581,Training
9.531478917,9.431564825,Training
9.477121255,9.500284265,Training
9.812913357,9.712943908,Training
9.589949601,9.495079648,Training
8.176091259,8.276074498,Training
10.2787536,10.17846023,Training
8.079181246,8.179213422,Training
7.77815125,7.877979599,Training
9.790285164,9.690087056,Training
10.30103,10.20093232,Training
10.00860017,9.908476358,Training
9.447158031,9.547217255,Training
9.86923172,9.76893457,Training
10.04139269,9.941387576,Training
10.14612804,10.10554406,Training
9.230448921,9.162316686,Training
10.14612804,10.04615383,Training
9.589949601,9.690080434,Training
9.829946696,9.729648318,Training
10.17609126,10.27620142,Training
8.301029996,8.20080619,Training
9.322219295,9.422141185,Training
9.462397998,9.362535872,Training
9.899820502,9.825422971,Training
9.361727836,9.461707196,Training
9.424881637,9.431883573,Training
10.30103,10.20071632,Training
9.462397998,9.56258557,Training
9.77815125,9.678227922,Training
9.278753601,9.354917976,Training
9.72427587,9.623912365,Training
9.69019608,9.589944158,Training
10.07918125,9.979201838,Training
9.86923172,9.769415749,Training
8.176091259,8.356030405,Training
8.84509804,8.945335827,Training
8.72427587,8.824383673,Training
7.851869601,7.95213245,Training
10.25527251,10.15529727,Training
9.968015714,9.868125159,Training
9.826074803,9.868617749,Training
7.397940009,7.497699901,Training
9.477121255,9.576824214,Training
9.73239376,9.832722825,Training
9.397940009,9.297795039,Training
9.944482672,9.84446097,Training
10.23044892,10.13038705,Training
8.579783597,8.57263406,Training
10.04139269,10.05461556,Training
9.716003344,9.637725856,Training
9.812913357,9.912919901,Training
9.322219295,9.422141185,Training
8.892094603,8.992049141,Training
10.36172784,10.26200024,Training
9.361727836,9.338741385,Training
10.07918125,9.97873744,Training
9.833147112,9.049936889,Training
10.50514998,10.56116847,Training
10.09342169,9.99347959,Training
9.176091259,9.276384615,Training
9.46686762,9.552080189,Training
9.322219295,9.422280021,Training
9.869818208,9.769863362,Training
9.875061263,9.775039649,Training
10.07918125,9.978888862,Training
8.546542663,8.446581919,Training
9.920123326,9.819897695,Training
10.11394335,10.01392579,Training
9.113943352,9.019052685,Training
10.11394335,10.01354475,Training
9.278753601,9.378829225,Training
9.907948522,9.807754937,Training
9.079181246,9.179132911,Training
9.113943352,9.213881665,Training
9.301029996,9.401310148,Training
9.85672889,9.756963333,Training
10.20411998,10.10409397,Training
9,9.100117418,Training
9.462397998,9.362154921,Training
9.589949601,9.490131097,Training
9.780317312,9.680089775,Training
9.791690649,9.692063994,Training
9.993876915,9.919469716,Training
10.00432137,9.926874451,Training
8.959041392,9.058882599,Training
9.840106094,9.940546441,Training
7,7.099990483,Training
9.755874856,9.655964027,Training
7.633468456,7.733357487,Training
9.397940009,9.498048525,Training
9.374748346,9.421279981,Training
9.982271233,9.882403649,Training
9.77815125,9.850041872,Training
9.857332496,9.922091213,Training
9.92992956,9.829477559,Training
9.84509804,9.945280827,Training
8.880813592,8.98053723,Training
9.079181246,9.179359051,Training
8.053078443,8.153303453,Training
10.11394335,10.21389488,Training
9.638489257,9.646821722,Training
10.25527251,10.15556327,Training
9.812913357,9.712776442,Training
9.875061263,9.775196753,Training
9.73239376,9.632460742,Training
9.740362689,9.640526238,Training
9.77815125,9.804050917,Training
8.643452676,8.743152676,Training
9.361727836,9.338741385,Training
9.698970004,9.59867158,Training
9.146128036,9.246161412,Training
9.579783597,9.595071742,Training
9.806179974,9.705911566,Training
9.7084209,9.779097534,Training
9.257678575,9.358105518,Training
10.41497335,10.31477063,Training
9.920123326,9.820323703,Training
9.230448921,9.33023087,Training
9.762678564,9.673401678,Training
9.838849091,9.738923373,Training
9.643452676,9.543717122,Training
7.380211242,7.479882031,Training
7,7.100142578,Training
9.762678564,9.665666346,Training
10.11394335,10.05461556,Training
9.886490725,9.941464902,Training
8.544068044,8.643681245,Training
8.62324929,8.616656985,Training
9.437750563,9.52993083,Training
8.653212514,8.753167828,Training
10,9.899745029,Training
10.04139269,9.941347102,Training
9.691081492,9.591011187,Training
9.763427994,9.8634877,Training
9.923761961,9.823980742,Training
9.77815125,9.678214976,Training
9.672097858,9.571974567,Training
9.806179974,9.706453942,Training
9.591064607,9.53669116,Training
10.11394335,10.01398568,Training
9.544068044,9.444515092,Training
10.43136376,10.3311461,Training
9.84509804,9.945280827,Training
10.36172784,10.26155273,Training
9.591064607,9.528999728,Training
9.414973348,9.514803119,Training
9.716003344,9.65680406,Training
9.176091259,9.275937507,Training
9.869818208,9.770078436,Training
