Experimental value,Predictive value,Class
9.959041392,9.701974026,Training
9.600972896,9.169504973,Training
9.602059991,9.70230672,Training
9.892094603,9.792056127,Training
9.204119983,9.303934364,Training
9.176091259,8.868509952,Training
10.04139269,10.02015102,Training
9.903089987,9.899795852,Training
9.792391689,9.692015825,Training
9.505149978,9.351917008,Training
9.84509804,9.94480928,Training
10.14612804,9.652838309,Training
9.69019608,9.790165111,Training
9.361727836,9.600080536,Training
8.73239376,8.832164175,Training
8.709269961,8.609569441,Training
9.694605199,9.617585373,Training
9.84509804,9.892752219,Training
9.792391689,9.892752219,Training
8.667452953,8.767236034,Training
9.899820502,9.799540004,Training
9.204119983,9.351917008,Training
8.414973348,8.702424817,Training
9.899820502,9.951357762,Training
9.92992956,10.0298041,Training
9.544068044,9.444398207,Training
9.609594409,9.51923222,Training
9.84509804,9.838385422,Training
9.612783857,9.744827067,Training
10.07918125,9.978944624,Training
9.804139432,10.20737311,Training
10.07918125,9.979154198,Training
8.079181246,8.201341765,Training
9.230448921,9.31989173,Training
9.230448921,9.497857013,Training
9.791690649,9.691762543,Training
10.11394335,10.21427169,Training
6.85672889,6.956945842,Training
8.953759692,9.053490745,Training
7.230448921,8.310092025,Training
9.698970004,9.798566176,Training
8.301029996,8.446301512,Training
9.720159303,9.620139142,Training
9.462397998,9.362017576,Training
9.989004616,9.771764882,Training
8.11058971,8.633536308,Training
9.653212514,9.753466029,Training
9.568201724,9.600080536,Training
10.25527251,10.15498856,Training
9.716003344,9.616165001,Training
10,10.03466001,Training
10,9.77187297,Training
10.07918125,10.04634942,Training
8.204119983,8.605111656,Training
9.301029996,8.832164175,Training
10.19589965,9.854804676,Training
9.643452676,9.598860156,Training
9.602059991,9.572110661,Training
9.857332496,9.712390126,Training
9.041392685,9.490112272,Training
8.579783597,8.480089226,Training
9.910090546,9.279315519,Training
9.812913357,9.712868705,Training
9.953759692,9.808058999,Training
8.73239376,8.832164175,Training
9.740362689,9.497857013,Training
9.230448921,9.871938242,Training
9.740362689,9.64032653,Training
8.653212514,8.73303998,Training
9.762678564,9.862558999,Training
9.838849091,9.938511125,Training
10,9.899969809,Training
9.62324929,9.771908747,Training
9.790285164,10.03466001,Training
9.562292864,9.662445573,Training
9.755874856,9.706468477,Training
9.740362689,9.706468477,Training
10.51851394,10.41821437,Training
8.77815125,9.38218887,Training
9.681241237,9.593772313,Training
9.886490725,9.552976465,Training
9.462397998,9.562609202,Training
9.910090546,10.01010083,Training
8.770852012,9.407346766,Training
8.301029996,8.520396423,Training
9.602059991,9.606235983,Training
9.840106094,9.780078446,Training
9.913813852,9.906232385,Training
9.361727836,9.443889112,Training
9.838849091,9.938475093,Training
9.6599162,9.559619222,Training
9.77815125,9.407346766,Training
9.880241776,9.779885708,Training
8.892094603,9.543746507,Training
9.799340549,9.780706769,Training
9.342422681,9.173639403,Training
9.556302501,9.430639955,Training
9.146128036,9.209210749,Training
9.021189299,8.920854639,Training
8.820201459,8.920311483,Training
9.462397998,9.362787119,Training
9.740362689,9.640156982,Training
10.23044892,10.13012019,Training
10.34242268,9.805431456,Training
9.84509804,9.944715058,Training
10.36172784,10.26173339,Training
9.230448921,9.56284223,Training
9.86923172,9.48567079,Training
9.146128036,9.13628133,Training
9.204119983,9.30385586,Training
9.681241237,8.832164175,Training
10.14612804,9.84639404,Training
9.812913357,9.712868705,Training
9.352182518,9.45229646,Training
8.342422681,9.791743047,Training
9.837588438,9.737704982,Training
9.255272505,9.30385586,Training
9.255272505,9.430639955,Training
9.833147112,9.773436004,Training
7.859738566,7.96012023,Training
9.826074803,9.639372125,Training
7.69019608,8.605111656,Training
9.762678564,9.890464466,Training
9.301029996,9.330787197,Training
9.72427587,9.624668148,Training
9.204119983,9.304369842,Training
9.62324929,9.702193394,Training
9.643452676,9.743687518,Training
9.399673721,9.351987448,Training
8.84509804,8.745376176,Training
9.568201724,9.744827067,Training
9.204119983,9.103957068,Training
9.850033258,9.818617997,Training
9.390935107,9.392543765,Training
9.556302501,9.701974026,Training
9.869818208,9.970235684,Training
9.933993164,10.03435331,Training
9.414973348,9.515250593,Training
9.62324929,9.523158768,Training
9.204119983,9.483251818,Training
9.964730921,9.864432126,Training
9.51851394,9.418857032,Training
8.227886705,8.128095386,Training
9.491361694,9.591274772,Training
9.51851394,9.503386801,Training
9.447158031,9.303732336,Training
10.47712125,9.531122155,Training
10.04139269,10.01633853,Training
10,9.890435669,Training
9.792391689,9.745485332,Training
9.910090546,10.01006206,Training
9.77815125,9.745097943,Training
9.866287339,9.948538243,Training
9.397940009,9.497731131,Training
9.799340549,9.699225032,Training
9.380211242,9.480454839,Training
9.810232518,9.38218887,Training
9.146128036,9.103973889,Training
9.505149978,9.605145663,Training
10.11394335,10.01360027,Training
9.857332496,9.957137797,Training
8.767897616,9.483251818,Training
9.397940009,9.498703691,Training
7.698970004,8.743708989,Training
9.230448921,9.483251818,Training
9.276461804,9.176407597,Training
9.762678564,9.86287876,Training
9.84509804,9.892752219,Training
9.680335513,9.780078446,Training
9.643452676,9.461988131,Training
9.565847819,9.890464466,Training
10,9.931092168,Training
9.130333768,9.089065684,Training
9.880241776,9.780047401,Training
8.913813852,8.953422388,Training
9.73239376,9.832517485,Training
9.450249108,9.38218887,Training
9.278753601,9.303976496,Training
10.14921911,10.04909354,Training
9.519827994,9.597938255,Training
9.977723605,9.962192647,Training
7.903089987,9.214471031,Training
10.07918125,10.17872818,Training
8.812913357,8.91282434,Training
9.178976947,9.279315519,Training
9.903089987,9.923888372,Training
8.579783597,8.862233252,Training
9.359835482,9.669968226,Training
9.301029996,9.33152803,Training
9.531478917,9.631730541,Training
8.113943352,8.013892486,Training
9.079181246,9.172851871,Training
9.301029996,9.401034129,Training
9.531478917,9.490517471,Training
9.492760389,9.566554706,Training
10.05690485,9.978986446,Training
9.672097858,9.77196025,Training
9.770852012,9.61253247,Training
9.69019608,9.582031377,Training
9.176091259,9.075978819,Training
9.342422681,9.24271394,Training
9.51054501,9.780706769,Training
9.812913357,9.712674771,Training
8.602059991,9.103973889,Training
9.113943352,9.743687518,Training
9.907948522,9.808058999,Training
9.653212514,9.753466029,Training
9.653212514,9.103973889,Training
9.88592634,9.931092168,Training
8.910090546,9.040332329,Training
9.910624405,10.01073482,Training
10.23044892,10.33054556,Training
9,8.963368727,Training
10.14612804,10.20076687,Training
9.662757832,9.562679728,Training
9.851258349,9.884677557,Training
9.792391689,9.656918258,Training
9.62324929,9.547015056,Training
9.491361694,9.582362765,Training
8.511883361,8.288205758,Training
9.936010796,9.927164113,Training
8.079181246,8.27648836,Training
9.69019608,9.790165111,Training
7.903089987,8.637195131,Training
8.698970004,8.79881163,Training
9.98721923,9.989713082,Training
10.17609126,10.16430351,Training
9.92992956,9.279315519,Training
9.812913357,9.713329533,Training
10.11394335,10.0136549,Training
9.322219295,9.422415047,Training
8.505149978,9.173639403,Training
9.7084209,9.671011792,Training
9.491361694,9.743687518,Training
9.720159303,9.620139142,Training
9.397940009,9.685451853,Training
10.07918125,9.89492666,Training
8.591064607,8.557674551,Training
9.716003344,9.615911626,Training
8.820201459,8.919974186,Training
9.84509804,9.744910578,Training
9.833147112,9.904585254,Training
9.699837726,9.669968226,Training
10,9.791743047,Training
9.73239376,9.838385422,Training
8.230448921,8.745376176,Training
9.903089987,9.803068999,Training
10.07918125,10.17919334,Training
8.888179494,8.788062203,Training
9.799340549,9.899521434,Training
9.612783857,9.322269284,Training
7.820201459,7.720420047,Training
9.875061263,9.892752219,Training
8.953759692,8.638853578,Training
9.397940009,9.48567079,Training
10.11394335,9.842147948,Training
9.84509804,9.673859531,Training
7.922206277,8.02209673,Training
9.770115295,9.669968226,Training
10.13672057,10.03638415,Training
10.11394335,10.01363838,Training
10.17609126,10.07617539,Training
9.880241776,9.780047401,Training
7.69019608,9.07109885,Training
9.889861721,9.717291836,Training
9.820201459,9.919845584,Training
9.491361694,9.387887873,Training
9.278753601,9.178997392,Training
9.204119983,8.953422388,Training
9.84509804,9.944715058,Training
7.963787827,8.064033823,Training
9.477121255,9.73750717,Training
9.790285164,9.890464466,Training
9.729974286,9.771764882,Training
9.361727836,9.555696094,Training
8.301029996,8.900733601,Training
9.812913357,9.712881083,Training
9.62324929,9.685451853,Training
9.178976947,9.279315519,Training
9.973127854,10.05586145,Training
9.718501689,9.818617997,Training
9.257678575,9.357788541,Training
9.230448921,9.330790106,Training
9.041392685,9.842147948,Training
9.850033258,9.750769019,Training
10.07918125,9.936875118,Training
7.832508913,9.33152803,Training
9.204119983,9.303976496,Training
10.13672057,9.483251818,Training
9.599883072,9.842147948,Training
9.833147112,9.933132969,Training
9.910090546,9.809994814,Training
8.31386722,8.48591864,Training
9.736396502,9.65025331,Training
10.11394335,9.938475093,Training
9.832508913,9.733524338,Training
9.176091259,9.710740039,Training
9.149219113,9.937797104,Training
9.176091259,9.238051395,Training
7.51851394,7.85401538,Training
9.792391689,10.06158887,Training
10.30103,10.20076687,Training
9.591064607,9.691445995,Training
9.579783597,9.669968226,Training
9.243038049,9.538603211,Training
10.11394335,9.905999057,Training
10,10.00320467,Training
10.41497335,10.20078616,Training
9.84509804,9.728116845,Training
9.954242509,9.853947061,Training
8.977723605,8.877574518,Training
9.84509804,9.744827067,Training
8.505149978,8.877248393,Training
8.176091259,8.349186617,Training
9.740362689,9.786149783,Training
8.92890769,9.483251818,Training
9.964730921,9.864912027,Training
10.20411998,10.11332453,Training
9.255272505,9.330787197,Training
10.14612804,10.04597713,Training
9.84509804,9.892752219,Training
9.716003344,9.61585235,Training
9.113943352,8.919974186,Training
9.230448921,9.443889112,Training
9.397940009,9.303732336,Training
9.431363764,9.677976895,Training
10,9.929772594,Training
9.499687083,9.600151703,Training
9.698970004,9.699910929,Training
9.079181246,8.978812669,Training
10.20411998,10.1041519,Training
9.790285164,9.84905856,Training
9.447158031,9.30385586,Training
9.672097858,9.771764882,Training
8.540329475,8.640173831,Training
8.113943352,9.267068091,Training
9.399673721,9.499755895,Training
9.079181246,9.444649488,Training
7.591064607,7.491182656,Training
9.875061263,9.912390989,Training
8.67669361,8.576682643,Training
9.591064607,9.691104899,Training
10.00432137,10.11332453,Training
9.505149978,9.605350582,Training
9.908485019,9.808162832,Training
9.77815125,9.878291992,Training
9.662757832,9.780706769,Training
9.77815125,9.711160763,Training
7.943988875,7.772021552,Training
9.770852012,9.948267527,Training
7.113943352,7.013784957,Training
9.322219295,9.472388253,Training
6.966141733,8.837623934,Training
9.477121255,9.547469919,Training
8.505149978,9.33617562,Training
9.672097858,9.572110661,Training
8.972202838,9.072469552,Training
9.146128036,9.246276508,Training
9.204119983,9.103973889,Training
10.11394335,10.01374914,Training
9.716003344,9.691104899,Training
10,9.98368661,Training
8.397940009,9.444398207,Training
9.579783597,9.680212176,Training
9.720159303,9.619924684,Training
8.72427587,8.824159345,Training
9.653212514,9.552976465,Training
9.895422546,9.795737977,Training
9.770852012,9.671011792,Training
9.812913357,8.702424817,Training
9.176091259,9.33152803,Training
9.84509804,9.745097943,Training
9.832508913,9.732527616,Training
9.838849091,9.667920168,Training
7.672097858,7.772021552,Training
8.113943352,8.270601179,Training
9.77815125,9.407346766,Training
7.633468456,7.751922083,Training
8.230448921,8.27648836,Training
8.278753601,8.893758679,Training
10.17609126,10.2483011,Training
10.23044892,10.13012019,Training
9.963787827,9.924321639,Training
9.892094603,9.792056127,Training
7.380211242,8.832164175,Training
9.98721923,9.886941399,Training
9.959994838,9.87266427,Training
9.959041392,9.246131201,Training
9.612783857,8.702424817,Training
9.612783857,9.712437133,Training
9.953759692,9.853511824,Training
9.447158031,8.439466851,Training
9.838849091,9.938470545,Training
8.826074803,8.349186617,Training
10.09691001,9.996987135,Training
10,9.818907936,Training
9.474216264,9.538603211,Training
9.851258349,9.751111381,Training
9.531478917,9.431223502,Training
10.04139269,9.941495174,Training
9.602059991,9.33152803,Training
9.783188691,9.49770264,Training
8.832508913,8.932651328,Training
10.41497335,10.11332453,Training
9.84509804,9.838385422,Training
9.92992956,9.948538243,Training
10.14612804,10.04634942,Training
9.041392685,9.14143086,Training
10.07918125,9.890464466,Training
9.079181246,8.979002577,Training
10.25527251,9.914801161,Training
9.982271233,10.08253368,Training
9.908485019,9.838385422,Training
8.397940009,8.498411279,Training
9.820201459,9.600080536,Training
9.84509804,9.838385422,Training
9.729974286,9.629905885,Training
9.167317335,9.444649488,Training
9.544068044,9.497857013,Training
9.88592634,9.785629092,Training
9.840106094,9.940436783,Training
9.857332496,9.957003891,Training
9.903089987,9.978986046,Training
8.301029996,8.201341765,Training
9.447158031,9.46991788,Training
9.609594409,9.51923222,Training
10.5797836,10.47961359,Training
9.740362689,9.64032653,Training
9.672097858,9.890435669,Training
9.86923172,9.769396041,Training
9.301029996,9.401195404,Training
7.949877704,8.900733601,Training
9.505149978,9.605145663,Training
9.698970004,9.798905608,Training
9.662757832,9.701974026,Training
9.278753601,9.13628133,Training
9.041392685,9.141112845,Training
9.934498451,10.03466001,Training
9.859738566,9.803400436,Training
9.589949601,9.523677505,Training
9.301029996,9.401268901,Training
9.301029996,9.444649488,Training
9.954242509,9.937797104,Training
9.477121255,9.576230735,Training
8.62324929,8.5640337,Training
10.53147892,10.41876059,Training
9.790285164,9.84905856,Training
9.772321707,9.672194408,Training
10.41497335,10.34658862,Training
9.230448921,9.330787197,Training
10.23044892,10.10519519,Training
9.57054294,9.470384395,Training
10.77815125,10.67834215,Training
9.670245853,9.770444588,Training
9.953759692,9.656918258,Training
10.14612804,10.04585795,Training
9.716003344,9.746202826,Training
8.230448921,9.403238573,Training
9.86332286,9.905999057,Training
9.041392685,9.229674055,Training
9.86332286,9.483251818,Training
9.176091259,9.695488271,Training
9.889861721,9.789653661,Training
9.301029996,9.390294552,Training
8.681241237,9.132614681,Training
10.19865709,10.09848149,Training
9.469822016,9.701974026,Training
9.806179974,9.706475289,Training
9.041392685,9.14115205,Training
9.72427587,9.628485816,Training
8.301029996,8.401176241,Training
9.591064607,9.744827067,Training
9.880813592,9.980616117,Training
10.11394335,10.0143357,Training
9.675778342,9.61253247,Training
9.986771734,9.989713082,Training
9.462397998,8.962031333,Training
9.880241776,9.980235571,Training
9.447158031,9.547015056,Training
9.515873844,9.443889112,Training
9.85672889,9.605350582,Training
10,9.899858048,Training
9.397940009,9.498205365,Training
9.968482949,9.890464466,Training
9.113943352,9.040332329,Training
9.876217841,9.531074039,Training
9.959994838,9.87266427,Training
9.531478917,9.142467852,Training
9.72427587,9.624238584,Training
9.820201459,9.919845584,Training
9.840106094,9.850799114,Training
9.342422681,9.443889112,Training
8.544068044,9.303732336,Training
9.414973348,9.303934364,Training
9.929418926,9.829590088,Training
10.30103,10.11332453,Training
9.653212514,9.639372125,Training
9.806179974,9.892752219,Training
9.397940009,9.498038493,Training
9.176091259,9.075912955,Training
9.380211242,9.480407396,Training
10.36172784,9.937797104,Training
9.544068044,9.444005637,Training
10.30103,10.20109953,Training
10.25527251,9.842147948,Training
8.718501689,9.169504973,Training
9.672097858,9.77187297,Training
10.16435286,9.905999057,Training
8.42975228,8.330151795,Training
8.041392685,8.310092025,Training
8.749736316,8.849978318,Training
9.903089987,9.744827067,Training
9.113943352,9.25881958,Training
9.579783597,9.598860156,Training
9.799340549,9.899661977,Training
9.77815125,9.692291225,Training
9.966610987,10.01073482,Training
10.51851394,10.41876059,Training
10.04532298,10.11332453,Training
9.755874856,9.805777761,Training
9.755874856,9.744827067,Training
9.079181246,9.350911737,Training
9.910090546,10.01006206,Training
6.322219295,7.235738537,Training
9.869818208,9.789653661,Training
9.907948522,10.00769643,Training
9.77815125,9.407346766,Training
7.602059991,7.522594073,Training
9.079181246,9.235595879,Training
9.505149978,9.853511824,Training
9.698970004,9.598693752,Training
10.07918125,9.978986046,Training
8.913813852,9.01383588,Training
9.681241237,8.832164175,Training
9.342422681,9.242327975,Training
9.477121255,9.377019179,Training
9.544068044,9.095384083,Training
10.50514998,10.44619676,Training
9.990782692,9.890947552,Training
9.176091259,9.276389842,Training
9.72427587,9.824592132,Training
10.07918125,9.791743047,Training
9.079181246,9.178561112,Training
9.698970004,9.598860156,Training
9.361727836,9.461988131,Training
10.32221929,9.890464466,Training
9.336459734,9.483251818,Training
10.41497335,10.31458192,Training
9.84509804,9.890464466,Training
9.880813592,9.980616117,Training
8.919078092,8.832164175,Training
9.889861721,9.819834657,Training
9.602059991,9.701974026,Training
9.953759692,10.05377284,Training
9.51054501,9.780706769,Training
9.875061263,9.737790439,Training
10.2787536,9.780706769,Training
9.840106094,9.740003415,Training
9.69019608,9.712881083,Training
7.949877704,8.702424817,Training
8.919078092,8.832164175,Training
9.342422681,9.173639403,Training
9.943494516,10.04320105,Training
9.342422681,9.442727388,Training
9.51851394,9.593610468,Training
9.530199698,9.430417781,Training
10,9.73750717,Training
9.459392488,9.559623022,Training
9.633468456,9.717291836,Training
9.740362689,9.786149783,Training
9.662757832,9.562677153,Training
8.959041392,9.331627633,Training
9.944482672,9.931092168,Training
9.71432976,9.814014404,Training
10.08278537,9.710740039,Training
10.11394335,10.01374914,Training
9.948901761,9.771908747,Training
9.57054294,9.470847861,Training
10.09691001,10.04633788,Training
7.820201459,9.178828936,Training
9.85672889,9.957003891,Training
9.414973348,9.769396041,Training
8.919078092,9.207909031,Training
9.92992956,10.0298041,Training
8.041392685,8.832164175,Training
9.204119983,9.130639086,Training
10.07918125,9.97899023,Training
9.875061263,9.975487445,Training
9.869818208,9.969917098,Training
9.720159303,9.619924684,Training
10.44715803,10.50068533,Training
9.799340549,9.527460856,Training
9.73239376,8.832164175,Training
10.23044892,9.948267527,Training
9.785329835,9.885280967,Training
8.113943352,8.27648836,Training
9.833147112,9.733524338,Training
7.88592634,8.919974186,Training
9.51851394,9.593610468,Training
9.92890769,9.829590088,Training
9.965201701,9.937797104,Training
9.799340549,9.899661977,Training
9.079181246,9.926225474,Training
10.14921911,10.04909354,Training
8.041392685,8.832164175,Training
10.07554696,9.799535542,Training
10.1903317,10.03466001,Training
10.17609126,9.483251818,Training
9.322219295,9.414006162,Training
9.681241237,9.780988744,Training
9.681241237,9.581052252,Training
9.544068044,9.443889112,Training
9.431363764,9.33152803,Training
9.897627091,9.997883489,Training
9.544068044,9.771908747,Training
9.910090546,9.279315519,Training
10.02938378,9.929724584,Training
9.84509804,9.905999057,Training
9.762678564,9.711049329,Training
9.344392274,9.444649488,Training
9.77815125,9.677976895,Training
9.579783597,9.576124184,Training
9.77815125,9.407346766,Training
9.146128036,9.431223502,Training
8.913813852,8.953422388,Training
9.923761961,10.02348338,Training
9.62324929,9.680212176,Training
8.342422681,8.242752076,Training
10,9.947977432,Training
9.968482949,9.810520592,Training
9.322219295,9.483251818,Training
9.670245853,9.770444588,Training
9.968482949,9.86865371,Training
9.86923172,9.802677631,Training
9.899820502,9.799572323,Training
9.808885867,9.557651579,Training
9.403120521,9.431223502,Training
9.540329475,9.44018963,Training
9.544068044,9.444284792,Training
8.255272505,8.209839581,Training
9.716003344,9.728116845,Training
8.255272505,8.355528077,Training
10.25527251,10.24626372,Training
9.58546073,9.48567079,Training
9.940018155,10.03153727,Training
9.462397998,9.639372125,Training
9.301029996,8.920311483,Training
8.28780173,8.187680636,Training
9.414973348,9.435241869,Training
9.519827994,9.597938255,Training
10,9.744827067,Training
10.14612804,10.24626372,Training
9.740362689,9.744701195,Training
8.079181246,8.179421253,Training
8.667452953,8.729298162,Training
6.301029996,7.782556938,Training
10.51851394,10.41854578,Training
10.20411998,10.10386907,Training
9.949390007,9.849770959,Training
9.447158031,9.54726027,Training
9.910090546,9.809994814,Training
10.20411998,10.13133641,Training
9.990782692,9.969917098,Training
10.11394335,10.21410724,Training
9.880241776,9.779885708,Training
9.681241237,9.781289779,Training
9.342422681,9.30385586,Training
9.113943352,9.31989173,Training
9.770852012,9.672194408,Training
9.857332496,9.838385422,Training
10.13033377,10.03025979,Training
9.230448921,9.130151711,Training
10.23044892,10.05068434,Training
9.903089987,9.576230735,Training
10.36172784,9.790911833,Training
10.0211893,9.602081001,Training
9.762678564,9.677976895,Training
9,9.059463098,Training
9.579783597,9.679808083,Training
8.806179974,8.906249061,Training
10.47712125,9.808433329,Training
9.954242509,9.853511824,Training
8.84509804,8.745376176,Training
10.04139269,9.98368661,Training
9.176091259,9.606235983,Training
9.740362689,9.840596576,Training
9.093421685,9.444649488,Training
9.301029996,9.390294552,Training
8.11058971,8.323034868,Training
9.851258349,9.751361788,Training
8.633468456,8.962031333,Training
9.447158031,9.54726027,Training
9.77815125,9.711160763,Training
10,10.09983315,Training
9.079181246,9.24271394,Training
9.204119983,9.33617562,Training
9.913813852,9.813612495,Training
8.892094603,9.444398207,Training
9.672097858,9.773436004,Training
9.851258349,9.728116845,Training
8.301029996,8.201341765,Training
9.28780173,9.388112699,Training
9.462397998,9.790911833,Training
9.806179974,9.813862728,Training
9.57054294,9.470384395,Training
8.770852012,9.407346766,Training
9.390935107,9.392543765,Training
8.633468456,9.279315519,Training
9.531478917,9.431361993,Training
9.477121255,9.331627633,Training
9.812913357,9.497857013,Training
9.589949601,9.690009182,Training
8.176091259,8.076282118,Training
10.2787536,10.17864528,Training
8.079181246,9.194199532,Training
7.77815125,7.678367032,Training
9.790285164,9.669968226,Training
10.30103,10.20078616,Training
10.00860017,9.38218887,Training
9.447158031,9.376572116,Training
9.86923172,9.685451853,Training
10.04139269,9.962192647,Training
10.14612804,10.18131637,Training
9.230448921,9.130639086,Training
10.14612804,10.04617492,Training
9.589949601,9.490112272,Training
9.829946696,9.744260508,Training
10.17609126,10.27638599,Training
8.301029996,8.201398055,Training
9.322219295,9.222044084,Training
9.462397998,9.38218887,Training
9.899820502,9.799572323,Training
9.361727836,9.229674055,Training
9.424881637,9.422409908,Training
10.30103,10.20078616,Training
9.462397998,9.362319587,Training
9.77815125,9.878051121,Training
9.278753601,9.461988131,Training
9.72427587,9.824329917,Training
9.69019608,9.892752219,Training
10.07918125,10.13768255,Training
9.86923172,9.969518449,Training
8.176091259,8.288205758,Training
8.84509804,8.945350146,Training
8.72427587,9.130639086,Training
7.851869601,7.951897769,Training
10.25527251,9.926225474,Training
9.968015714,9.867588029,Training
9.826074803,9.892752219,Training
7.397940009,7.53160088,Training
9.477121255,9.461640347,Training
9.73239376,9.728061995,Training
9.397940009,8.837995425,Training
9.944482672,8.821893588,Training
10.23044892,10.13212273,Training
8.579783597,8.75249867,Training
10.04139269,10.14148611,Training
9.716003344,9.645771819,Training
9.812913357,9.745097943,Training
9.322219295,9.222044084,Training
8.892094603,9.103973889,Training
10.36172784,9.926225474,Training
9.361727836,9.461440113,Training
10.07918125,9.978986446,Training
9.833147112,9.267068091,Training
10.50514998,10.44619676,Training
10.09342169,9.993512555,Training
9.176091259,9.829590088,Training
9.46686762,9.566554706,Training
9.322219295,9.357788541,Training
9.869818208,9.940436783,Training
9.875061263,9.771908747,Training
10.07918125,9.979014058,Training
8.546542663,8.446301512,Training
9.920123326,9.819834657,Training
10.11394335,9.938475093,Training
9.113943352,9.209210749,Training
10.11394335,10.01380772,Training
9.278753601,9.627607389,Training
9.907948522,9.771908747,Training
9.079181246,9.040332329,Training
9.113943352,9.408431087,Training
9.301029996,9.69331759,Training
9.85672889,9.712522206,Training
10.20411998,9.94480928,Training
9,9.100323541,Training
9.462397998,8.962031333,Training
9.589949601,9.523677505,Training
9.780317312,9.880432158,Training
9.791690649,9.745485332,Training
9.993876915,10.09371802,Training
10.00432137,9.890464466,Training
8.959041392,9.059343459,Training
9.840106094,9.780706769,Training
7,7.504311684,Training
9.755874856,9.655470817,Training
7.633468456,7.751922083,Training
9.397940009,9.33152803,Training
9.374748346,9.357788541,Training
9.982271233,9.882507511,Training
9.77815125,9.750750179,Training
9.857332496,9.892752219,Training
9.92992956,9.279315519,Training
9.84509804,9.906633253,Training
8.880813592,9.015091957,Training
9.079181246,9.179404334,Training
8.053078443,8.897215444,Training
10.11394335,10.41876059,Training
9.638489257,9.172596752,Training
10.25527251,10.15222279,Training
9.812913357,9.814248087,Training
9.875061263,9.892752219,Training
9.73239376,9.49770264,Training
9.740362689,9.840296593,Training
9.77815125,9.878298941,Training
8.643452676,8.310092025,Training
9.361727836,9.461440113,Training
9.698970004,9.774524751,Training
9.146128036,9.246131201,Training
9.579783597,9.443889112,Training
9.806179974,9.905999057,Training
9.7084209,9.808058999,Training
9.257678575,9.531074039,Training
10.41497335,10.20078616,Training
9.920123326,9.819949046,Training
9.230448921,9.103973889,Training
9.762678564,9.862722057,Training
9.838849091,9.738601032,Training
9.643452676,9.69331759,Training
7.380211242,7.480236915,Training
7,9.290594427,Training
9.762678564,9.840296593,Training
10.11394335,9.901593176,Training
9.886490725,9.931092168,Training
8.544068044,8.605111656,Training
8.62324929,8.692947336,Training
9.437750563,9.537384051,Training
8.653212514,9.482252803,Training
10,10.01633853,Training
10.04139269,9.773436004,Training
9.691081492,9.790911833,Training
9.763427994,10.07607143,Training
9.923761961,9.929932836,Training
9.77815125,9.678097473,Training
9.672097858,9.501091125,Training
9.806179974,8.832164175,Training
9.591064607,9.69103484,Training
10.11394335,10.01392941,Training
9.544068044,9.444439672,Training
10.43136376,9.483251818,Training
9.84509804,9.906633253,Training
10.36172784,10.33382365,Training
9.591064607,9.535454885,Training
9.414973348,9.515298732,Training
9.716003344,9.444439672,Training
9.176091259,9.276222164,Training
