Experimental value,Predictive value,Class
9.653212514,9.552793178,Training
8.418301291,8.518369575,Training
9.62324929,9.461565779,Training
10.23044892,10.13066852,Training
9.903089987,9.835379606,Training
10,9.933810275,Training
9.635483747,9.780459744,Training
9.959041392,9.701716276,Training
9.600972896,9.501146611,Training
9.602059991,9.702246744,Training
9.892094603,9.79221511,Training
9.204119983,9.289935728,Training
9.176091259,9.075929227,Training
10.04139269,10.09628623,Training
9.903089987,9.899485157,Training
9.792391689,9.892375615,Training
9.505149978,9.404898503,Training
9.84509804,9.74514163,Training
10.14612804,10.0460782,Training
9.69019608,9.790125628,Training
9.361727836,9.668315941,Training
8.73239376,8.632009966,Training
8.709269961,8.518484068,Training
9.694605199,9.594260312,Training
9.84509804,9.774837298,Training
9.792391689,9.774837298,Training
8.667452953,8.767370056,Training
9.899820502,9.799952204,Training
9.204119983,9.404898503,Training
8.414973348,8.514503824,Training
9.899820502,9.800050753,Training
9.92992956,10.02990939,Training
9.544068044,9.444086484,Training
9.609594409,9.70960391,Training
9.84509804,9.832676254,Training
9.612783857,9.712887586,Training
10.07918125,10.17931991,Training
9.804139432,9.904485246,Training
10.07918125,10.17113378,Training
8.079181246,8.179433469,Training
9.230448921,9.33065462,Training
9.230448921,9.640327489,Training
9.791690649,9.691850243,Training
10.11394335,10.15380215,Training
6.85672889,6.956790613,Training
8.953759692,9.053834483,Training
7.230448921,8.155901077,Training
9.698970004,9.900233552,Training
8.301029996,8.589213064,Training
9.720159303,9.62006019,Training
9.462397998,9.362681618,Training
9.989004616,10.05100514,Training
8.11058971,8.154870999,Training
9.653212514,9.7532905,Training
9.568201724,9.668315941,Training
10.25527251,10.15516769,Training
9.716003344,9.746851097,Training
10,10.10032378,Training
10,9.900000067,Training
10.07918125,10.04618349,Training
8.204119983,9.018694545,Training
9.301029996,9.018694545,Training
10.19589965,10.09620565,Training
9.643452676,9.679679343,Training
9.602059991,9.501829633,Training
9.857332496,9.774837298,Training
9.041392685,9.489920656,Training
8.579783597,8.679558157,Training
9.910090546,9.278922352,Training
9.812913357,9.913167297,Training
9.953759692,9.808642253,Training
8.73239376,8.632009966,Training
9.740362689,9.640327489,Training
9.230448921,9.330829375,Training
9.740362689,9.810400137,Training
8.653212514,8.553380668,Training
9.762678564,9.663101017,Training
9.838849091,9.799099184,Training
10,9.938925782,Training
9.62324929,9.723752541,Training
9.790285164,10.10032378,Training
9.562292864,9.52566266,Training
9.755874856,9.855976105,Training
9.740362689,9.790783241,Training
10.51851394,10.41827583,Training
8.77815125,8.878368424,Training
9.681241237,9.58123894,Training
9.886490725,9.752896158,Training
9.462397998,9.679679343,Training
9.910090546,9.810035319,Training
8.770852012,8.670901622,Training
8.301029996,8.553380668,Training
9.602059991,9.70250708,Training
9.840106094,9.739749315,Training
9.913813852,10.01409388,Training
9.361727836,9.461993776,Training
9.838849091,9.938925782,Training
9.6599162,9.760043018,Training
9.77815125,9.678012059,Training
9.880241776,9.980218944,Training
8.892094603,9.543551943,Training
9.799340549,9.740137745,Training
9.342422681,9.130728261,Training
9.556302501,9.605301253,Training
9.146128036,9.130607347,Training
9.021189299,9.030603961,Training
8.820201459,8.920328513,Training
9.462397998,9.362623352,Training
9.740362689,9.684063974,Training
10.23044892,10.1304517,Training
10.34242268,10.24239102,Training
9.84509804,9.944764531,Training
10.36172784,10.26185914,Training
9.230448921,9.130839734,Training
9.86923172,9.685179221,Training
9.146128036,9.178937791,Training
9.204119983,9.242277548,Training
9.681241237,9.018694545,Training
10.14612804,9.59174586,Training
9.812913357,9.913167297,Training
9.352182518,9.411002291,Training
8.342422681,8.802840717,Training
9.837588438,9.737672167,Training
9.255272505,9.242277548,Training
9.255272505,9.155298254,Training
9.833147112,9.733459268,Training
7.859738566,7.759417467,Training
9.826074803,9.771489989,Training
7.69019608,7.790163417,Training
9.762678564,9.890166553,Training
9.301029996,9.230891313,Training
9.72427587,9.624510321,Training
9.204119983,9.304436405,Training
9.62324929,9.523113242,Training
9.643452676,9.743642361,Training
9.399673721,9.299376058,Training
8.84509804,8.744910921,Training
9.568201724,9.712887586,Training
9.204119983,9.103985375,Training
9.850033258,9.757051292,Training
9.390935107,9.490971339,Training
9.556302501,9.701716276,Training
9.869818208,9.935141991,Training
9.933993164,9.834338828,Training
9.414973348,9.515223739,Training
9.62324929,9.523224833,Training
9.204119983,9.304365016,Training
9.964730921,9.864395235,Training
9.51851394,9.418253254,Training
8.227886705,8.127989475,Training
9.491361694,9.591476444,Training
9.51851394,9.572042259,Training
9.447158031,9.385755011,Training
10.47712125,10.37720699,Training
10.04139269,10.05514244,Training
10,9.781480139,Training
9.792391689,9.692379032,Training
9.910090546,9.81018938,Training
9.77815125,9.877923451,Training
9.866287339,9.965984599,Training
9.397940009,9.498145709,Training
9.799340549,9.699126545,Training
9.380211242,9.480098606,Training
9.810232518,9.64539135,Training
9.146128036,9.130779282,Training
9.505149978,9.404865113,Training
10.11394335,9.977017211,Training
9.857332496,9.757133498,Training
8.767897616,8.868304315,Training
9.397940009,9.62006019,Training
7.698970004,7.798884989,Training
9.230448921,9.130418549,Training
9.276461804,9.299376058,Training
9.762678564,9.862634717,Training
9.84509804,9.774837298,Training
9.680335513,9.78053458,Training
9.643452676,9.461934227,Training
9.565847819,9.890166553,Training
10,9.899873061,Training
9.130333768,9.030209527,Training
9.880241776,9.780459744,Training
8.913813852,8.813476854,Training
9.73239376,9.832861828,Training
9.450249108,9.64539135,Training
9.278753601,9.304520625,Training
10.14921911,10.04892862,Training
9.519827994,9.619944243,Training
9.977723605,9.915026003,Training
7.903089987,8.002640906,Training
10.07918125,9.979054365,Training
8.812913357,8.7129932,Training
9.178976947,9.278922352,Training
9.903089987,9.803262354,Training
8.579783597,8.980157289,Training
9.359835482,9.679845778,Training
9.301029996,9.401145292,Training
9.531478917,9.63131863,Training
8.113943352,7.733512591,Training
9.079181246,9.399706071,Training
9.301029996,9.384368294,Training
9.531478917,9.68409318,Training
9.492760389,9.567078327,Training
10.05690485,9.995541394,Training
9.672097858,9.772303147,Training
9.770852012,9.594108197,Training
9.69019608,9.497828569,Training
9.176091259,9.270010899,Training
9.342422681,9.441967897,Training
9.51054501,9.740137745,Training
9.812913357,9.912637021,Training
8.602059991,8.553380668,Training
9.113943352,9.214167102,Training
9.907948522,9.808328948,Training
9.653212514,9.7532905,Training
9.653212514,9.130779282,Training
9.88592634,9.945241749,Training
8.910090546,9.013813745,Training
9.910624405,9.86658915,Training
10.23044892,10.33012147,Training
9,9.004160916,Training
10.14612804,10.12972342,Training
9.662757832,9.693508064,Training
9.851258349,9.751508789,Training
9.792391689,9.89249527,Training
9.62324929,9.523302167,Training
9.491361694,9.591164863,Training
8.511883361,8.275627737,Training
9.936010796,9.835685169,Training
8.079181246,8.330363364,Training
9.69019608,9.790125628,Training
7.903089987,8.002995017,Training
8.698970004,8.799166186,Training
9.98721923,9.887243368,Training
10.17609126,9.96679021,Training
9.92992956,9.278922352,Training
9.812913357,9.712653915,Training
10.11394335,10.01356023,Training
9.322219295,9.222047526,Training
8.505149978,9.130728261,Training
9.7084209,9.808104639,Training
9.491361694,9.591566924,Training
9.720159303,9.62006019,Training
9.397940009,9.702139269,Training
10.07918125,9.979069729,Training
8.591064607,8.691254588,Training
9.716003344,9.616288797,Training
8.820201459,8.720021433,Training
9.84509804,9.794542448,Training
9.833147112,9.933282139,Training
9.699837726,9.679845778,Training
10,9.979350824,Training
9.73239376,9.832676254,Training
8.230448921,8.330509234,Training
9.903089987,9.802788364,Training
10.07918125,9.979168547,Training
8.888179494,8.788001023,Training
9.799340549,9.899469995,Training
9.612783857,9.712928449,Training
7.820201459,7.719998626,Training
9.875061263,9.774837298,Training
8.953759692,8.853647371,Training
9.397940009,9.685179221,Training
10.11394335,10.01399658,Training
9.84509804,9.745481821,Training
7.922206277,8.022267974,Training
9.770115295,9.679845778,Training
10.13672057,10.11001588,Training
10.11394335,9.68409318,Training
10.17609126,10.40531001,Training
9.880241776,9.780459744,Training
7.69019608,8.155901077,Training
9.889861721,9.733246548,Training
9.820201459,9.809751028,Training
9.491361694,9.383393893,Training
9.278753601,9.378976898,Training
9.204119983,9.304592981,Training
9.84509804,9.944764531,Training
7.963787827,8.104085428,Training
9.477121255,9.57759378,Training
9.790285164,9.890166553,Training
9.729974286,9.629788184,Training
9.361727836,9.461911618,Training
8.301029996,8.40104985,Training
9.812913357,9.913063873,Training
9.62324929,9.702139269,Training
9.178976947,9.278922352,Training
9.973127854,9.873324866,Training
9.718501689,9.81832935,Training
9.257678575,9.322830947,Training
9.230448921,9.330606958,Training
9.041392685,9.141450432,Training
9.850033258,9.949858219,Training
10.07918125,9.979062681,Training
7.832508913,7.932344726,Training
9.204119983,9.304520625,Training
10.13672057,10.03680396,Training
9.599883072,9.700108921,Training
9.833147112,9.933200958,Training
9.910090546,9.809751028,Training
8.31386722,8.870959256,Training
9.736396502,9.636301179,Training
10.11394335,10.01365166,Training
9.832508913,9.7329644,Training
9.176091259,9.210054478,Training
9.149219113,9.815802933,Training
9.176091259,9.270334966,Training
7.51851394,8.127989475,Training
9.792391689,9.89268633,Training
10.30103,9.997684213,Training
9.591064607,10.10430275,Training
9.579783597,9.679845778,Training
9.243038049,9.533476279,Training
10.11394335,9.963402862,Training
10,10.0416888,Training
10.41497335,10.31479984,Training
9.84509804,9.751065814,Training
9.954242509,9.604247288,Training
8.977723605,8.877392471,Training
9.84509804,9.712887586,Training
8.505149978,8.604831861,Training
8.176091259,8.222460614,Training
9.740362689,9.640169235,Training
8.92890769,9.130418549,Training
9.964730921,9.990249567,Training
10.20411998,10.10435759,Training
9.255272505,9.230891313,Training
10.14612804,10.04599199,Training
9.84509804,9.774837298,Training
9.716003344,9.815802933,Training
9.113943352,9.013792498,Training
9.230448921,9.230879992,Training
9.397940009,9.497684839,Training
9.431363764,9.531270314,Training
10,9.899906608,Training
9.499687083,9.399706071,Training
9.698970004,9.79915468,Training
9.079181246,8.978804436,Training
10.20411998,10.10430275,Training
9.790285164,9.847261063,Training
9.447158031,9.44402518,Training
9.672097858,9.76091661,Training
8.540329475,8.640334968,Training
8.113943352,9.733411381,Training
9.399673721,9.485238578,Training
9.079181246,9.179601872,Training
7.591064607,7.491037146,Training
9.875061263,9.97471044,Training
8.67669361,8.022267974,Training
9.591064607,9.780412125,Training
10.00432137,10.14521258,Training
9.505149978,9.605457268,Training
9.908485019,9.808413892,Training
9.77815125,9.878366121,Training
9.662757832,9.762843112,Training
9.77815125,9.802788296,Training
7.943988875,7.978810804,Training
9.770852012,9.870503023,Training
7.113943352,7.213771615,Training
9.322219295,9.422517095,Training
6.966141733,8.10145737,Training
9.477121255,9.577360358,Training
8.505149978,8.82474236,Training
9.672097858,9.772180842,Training
8.972202838,9.072266348,Training
9.146128036,9.093672257,Training
9.204119983,9.130779282,Training
10.11394335,10.01420116,Training
9.716003344,9.780412125,Training
10,9.960750464,Training
8.397940009,8.297548264,Training
9.579783597,9.679915274,Training
9.720159303,9.697874386,Training
8.72427587,8.824392584,Training
9.653212514,9.752896158,Training
9.895422546,9.795513458,Training
9.770852012,9.670591743,Training
9.812913357,9.666585492,Training
9.176091259,9.501645574,Training
9.84509804,9.42177718,Training
9.832508913,9.74299223,Training
9.838849091,9.738824914,Training
7.672097858,7.978810804,Training
8.113943352,8.145369391,Training
9.77815125,9.678012059,Training
7.633468456,7.733512591,Training
8.230448921,8.330363364,Training
8.278753601,8.379022949,Training
10.17609126,10.07603054,Training
10.23044892,10.1304517,Training
9.963787827,9.863707861,Training
9.892094603,9.79221511,Training
7.380211242,9.018694545,Training
9.98721923,10.08681609,Training
9.959994838,10.05996664,Training
9.959041392,9.858873248,Training
9.612783857,9.666585492,Training
9.612783857,9.512884381,Training
9.953759692,9.853694708,Training
9.447158031,8.164843656,Training
9.838849091,9.885908646,Training
8.826074803,8.363486467,Training
10.09691001,9.996685164,Training
10,9.899934325,Training
9.474216264,9.533476279,Training
9.851258349,9.751580598,Training
9.531478917,9.632003369,Training
10.04139269,9.941160924,Training
9.602059991,9.501645574,Training
9.783188691,9.498113954,Training
8.832508913,8.732367266,Training
10.41497335,10.14521258,Training
9.84509804,9.832676254,Training
9.92992956,9.965984599,Training
10.14612804,10.04618349,Training
9.041392685,9.141178773,Training
10.07918125,9.890166553,Training
9.079181246,8.679558157,Training
10.25527251,10.15510911,Training
9.982271233,9.877923451,Training
9.908485019,9.832676254,Training
8.397940009,8.498172579,Training
9.820201459,9.668315941,Training
9.84509804,9.832676254,Training
9.729974286,9.630128785,Training
9.167317335,9.267498071,Training
9.544068044,9.640327489,Training
9.88592634,9.986006084,Training
9.840106094,9.740142624,Training
9.857332496,9.757093023,Training
9.903089987,10.00328897,Training
8.301029996,8.400932815,Training
9.447158031,9.546888852,Training
9.609594409,9.509280418,Training
10.5797836,10.47948506,Training
9.740362689,9.810400137,Training
9.672097858,9.781480139,Training
9.86923172,9.769079285,Training
9.301029996,9.201153447,Training
7.949877704,8.110710786,Training
9.505149978,9.404865113,Training
9.698970004,9.799169066,Training
9.662757832,9.701716276,Training
9.278753601,9.178937791,Training
9.041392685,8.941170699,Training
9.934498451,9.975077682,Training
9.859738566,9.803358184,Training
9.589949601,9.689781085,Training
9.301029996,9.201024858,Training
9.301029996,9.316003123,Training
9.954242509,9.815802933,Training
9.477121255,9.577389994,Training
8.62324929,8.723335679,Training
10.53147892,10.41844595,Training
9.790285164,9.694822322,Training
9.772321707,9.822057826,Training
10.41497335,10.31524114,Training
9.230448921,9.330197175,Training
10.23044892,8.155901077,Training
9.57054294,9.606761275,Training
10.77815125,10.67810923,Training
9.670245853,9.770256217,Training
9.953759692,10.05411931,Training
10.14612804,10.24643853,Training
9.716003344,9.815735778,Training
8.230448921,8.330725533,Training
9.86332286,9.963402862,Training
9.041392685,9.261614688,Training
9.86332286,9.622051022,Training
9.176091259,9.275853944,Training
9.889861721,9.78964633,Training
9.301029996,9.20091669,Training
8.681241237,8.781398055,Training
10.19865709,10.09847858,Training
9.469822016,9.57004646,Training
9.806179974,9.705951058,Training
9.041392685,9.141547615,Training
9.72427587,9.7329644,Training
8.301029996,8.401209943,Training
9.591064607,9.712887586,Training
9.880813592,9.780412125,Training
10.11394335,9.677909971,Training
9.675778342,9.594108197,Training
9.986771734,9.887243368,Training
9.462397998,9.362218874,Training
9.880241776,9.865010594,Training
9.447158031,9.523302167,Training
9.515873844,9.536776,Training
9.85672889,9.605457268,Training
10,9.861965358,Training
9.397940009,9.497828569,Training
9.968482949,9.890166553,Training
9.113943352,9.013813745,Training
9.876217841,9.635166688,Training
9.959994838,9.859790613,Training
9.531478917,9.431084912,Training
9.72427587,9.624067928,Training
9.820201459,9.920341565,Training
9.840106094,9.940242483,Training
9.342422681,9.393900675,Training
8.544068044,8.644324502,Training
9.414973348,9.201024858,Training
9.929418926,9.829230423,Training
10.30103,10.14521258,Training
9.653212514,9.595063989,Training
9.806179974,9.774837298,Training
9.397940009,9.498077926,Training
9.176091259,9.048062211,Training
9.380211242,9.280034329,Training
10.36172784,9.815802933,Training
9.544068044,9.443844687,Training
10.30103,10.29072085,Training
10.25527251,10.15547934,Training
8.718501689,8.618369179,Training
9.672097858,9.571974472,Training
10.16435286,9.963402862,Training
8.42975228,8.529467074,Training
8.041392685,9.018694545,Training
8.749736316,8.453329597,Training
9.903089987,9.712887586,Training
9.113943352,9.213577593,Training
9.579783597,9.679679343,Training
9.799340549,9.899780829,Training
9.77815125,9.790783241,Training
9.966610987,9.86658915,Training
10.51851394,10.41844595,Training
10.04532298,10.14521258,Training
9.755874856,9.59174586,Training
9.755874856,9.712887586,Training
9.079181246,9.807697763,Training
9.910090546,9.81018938,Training
6.322219295,7.496164078,Training
9.869818208,9.963471442,Training
9.907948522,9.807697763,Training
9.77815125,9.678012059,Training
7.602059991,7.596084051,Training
9.079181246,9.17950023,Training
9.505149978,9.754586465,Training
9.698970004,9.799001149,Training
10.07918125,10.00328897,Training
8.913813852,9.013858697,Training
9.681241237,9.018694545,Training
9.342422681,9.213577593,Training
9.477121255,9.376846444,Training
9.544068044,9.444002452,Training
10.50514998,10.40531001,Training
9.990782692,9.890349781,Training
9.176091259,9.276191964,Training
9.72427587,9.624080623,Training
10.07918125,9.979350824,Training
9.079181246,9.179110692,Training
9.698970004,9.679679343,Training
9.361727836,9.461934227,Training
10.32221929,9.890166553,Training
9.336459734,10.03680396,Training
10.41497335,10.31524114,Training
9.84509804,9.795513458,Training
9.880813592,9.780412125,Training
8.919078092,9.018694545,Training
9.889861721,9.989946041,Training
9.602059991,9.701716276,Training
9.953759692,9.853543089,Training
9.51054501,9.740137745,Training
9.875061263,9.82811929,Training
10.2787536,9.740137745,Training
9.840106094,9.876930512,Training
9.69019608,9.685074446,Training
7.949877704,8.315625827,Training
8.919078092,9.018694545,Training
9.342422681,9.130728261,Training
9.943494516,9.949161459,Training
9.342422681,9.44225601,Training
9.51851394,9.432427872,Training
9.530199698,9.63037144,Training
10,9.899943802,Training
9.459392488,9.559114959,Training
9.633468456,9.733246548,Training
9.740362689,9.640169235,Training
9.662757832,9.562650686,Training
8.959041392,8.942539923,Training
9.944482672,9.945241749,Training
9.71432976,9.614119331,Training
10.08278537,10.12386943,Training
10.11394335,10.01420116,Training
9.948901761,9.848941622,Training
9.57054294,9.554662726,Training
10.09691001,10.04632334,Training
7.820201459,8.354703146,Training
9.85672889,9.757093023,Training
9.414973348,9.515032749,Training
8.919078092,9.018873949,Training
9.92992956,10.02990939,Training
8.041392685,9.018694545,Training
9.204119983,9.130728261,Training
10.07918125,9.97898716,Training
9.875061263,9.975179953,Training
9.869818208,9.970025349,Training
9.720159303,9.697874386,Training
10.44715803,10.34694022,Training
9.799340549,9.760964573,Training
9.73239376,9.018694545,Training
10.23044892,9.870503023,Training
9.785329835,9.817035949,Training
8.113943352,8.014214804,Training
9.833147112,9.7329644,Training
7.88592634,8.348959459,Training
9.51851394,9.432427872,Training
9.92890769,9.829230423,Training
9.965201701,9.815802933,Training
9.799340549,9.899780829,Training
9.079181246,9.179195437,Training
10.14921911,10.04892862,Training
8.041392685,9.018694545,Training
10.07554696,9.862784075,Training
10.1903317,10.10032378,Training
10.17609126,10.07595055,Training
9.322219295,9.213755467,Training
9.681241237,9.781587753,Training
9.681241237,9.772169696,Training
9.544068044,9.461993776,Training
9.431363764,9.401145292,Training
9.897627091,9.997684213,Training
9.544068044,9.644386926,Training
9.910090546,9.278922352,Training
10.02938378,9.929332156,Training
9.84509804,9.963402862,Training
9.762678564,9.862543824,Training
9.344392274,9.19324286,Training
9.77815125,9.677873104,Training
9.579783597,9.679674019,Training
9.77815125,9.678012059,Training
9.146128036,9.04781435,Training
8.913813852,8.813476854,Training
9.923761961,10.02388982,Training
9.62324929,9.679915274,Training
8.342422681,8.24217452,Training
10,9.900233552,Training
9.968482949,9.810166355,Training
9.322219295,9.422476614,Training
9.670245853,9.770256217,Training
9.968482949,9.941680705,Training
9.86923172,9.769401599,Training
9.899820502,9.799560651,Training
9.808885867,9.708798632,Training
9.403120521,9.502942083,Training
9.540329475,9.440713802,Training
9.544068044,9.44394983,Training
8.255272505,8.154870999,Training
9.716003344,9.623067751,Training
8.255272505,8.154870999,Training
10.25527251,10.25724035,Training
9.58546073,9.685179221,Training
9.940018155,10.02717166,Training
9.462397998,9.562511207,Training
9.301029996,9.200700796,Training
8.28780173,8.518484068,Training
9.414973348,9.507818962,Training
9.519827994,9.619944243,Training
10,9.712887586,Training
10.14612804,10.12336894,Training
9.740362689,9.640247606,Training
8.079181246,7.979006574,Training
8.667452953,8.567006319,Training
6.301029996,7.043323912,Training
10.51851394,10.61878525,Training
10.20411998,10.11299633,Training
9.949390007,9.635665319,Training
9.447158031,9.547272875,Training
9.910090546,9.920341565,Training
10.20411998,10.013528,Training
9.990782692,9.890430669,Training
10.11394335,9.018694545,Training
9.880241776,9.9805762,Training
9.681241237,9.765231843,Training
9.342422681,9.242277548,Training
9.113943352,9.213755467,Training
9.770852012,9.822057826,Training
9.857332496,9.832676254,Training
10.13033377,10.23068989,Training
9.230448921,9.330839885,Training
10.23044892,10.13066852,Training
9.903089987,9.577389994,Training
10.36172784,9.854101823,Training
10.0211893,9.921242563,Training
9.762678564,9.862971914,Training
9,9.104723349,Training
9.579783597,9.768926594,Training
8.806179974,8.706003092,Training
10.47712125,10.18343198,Training
9.954242509,9.754586465,Training
8.84509804,8.744910921,Training
10.04139269,9.941680705,Training
9.176091259,9.197128386,Training
9.740362689,9.840565173,Training
9.093421685,9.19324286,Training
9.301029996,9.20091669,Training
8.11058971,8.210501976,Training
9.851258349,9.751425647,Training
8.633468456,8.542191,Training
9.447158031,9.547272875,Training
9.77815125,9.802788296,Training
10,9.933810275,Training
9.079181246,9.179130822,Training
9.204119983,9.159898894,Training
9.913813852,10.013528,Training
8.892094603,8.792243344,Training
9.672097858,9.64006172,Training
9.851258349,9.751065814,Training
8.301029996,8.400932815,Training
9.28780173,9.387953454,Training
9.462397998,9.854101823,Training
9.806179974,9.813529101,Training
9.57054294,9.606761275,Training
8.770852012,8.670901622,Training
9.390935107,9.490971339,Training
8.633468456,9.278922352,Training
9.531478917,9.631291491,Training
9.477121255,9.361826085,Training
9.812913357,9.640327489,Training
9.589949601,9.689872273,Training
8.176091259,8.094394846,Training
10.2787536,10.17858351,Training
8.079181246,8.217331153,Training
7.77815125,7.877959839,Training
9.790285164,9.679845778,Training
10.30103,10.31479984,Training
10.00860017,9.908574057,Training
9.447158031,9.518612836,Training
9.86923172,9.702139269,Training
10.04139269,9.941168465,Training
10.14612804,10.04617431,Training
9.230448921,9.130607347,Training
10.14612804,10.04592212,Training
9.589949601,9.489920656,Training
9.829946696,9.890029006,Training
10.17609126,10.11001588,Training
8.301029996,8.104085428,Training
9.322219295,9.280599586,Training
9.462397998,8.944363824,Training
9.899820502,9.799560651,Training
9.361727836,9.261614688,Training
9.424881637,9.477909668,Training
10.30103,10.31479984,Training
9.462397998,9.480845716,Training
9.77815125,9.805140749,Training
9.278753601,9.461934227,Training
9.72427587,9.824568476,Training
9.69019608,9.774837298,Training
10.07918125,10.05451899,Training
9.86923172,9.768926594,Training
8.176091259,8.275627737,Training
8.84509804,8.777937996,Training
8.72427587,9.130728261,Training
7.851869601,7.952048976,Training
10.25527251,10.15514557,Training
9.968015714,9.868306701,Training
9.826074803,9.774837298,Training
7.397940009,7.298120947,Training
9.477121255,9.692379032,Training
9.73239376,9.751508789,Training
9.397940009,8.79360106,Training
9.944482672,9.844561014,Training
10.23044892,10.13021083,Training
8.579783597,8.479703746,Training
10.04139269,10.01380589,Training
9.716003344,9.816084417,Training
9.812913357,9.713132131,Training
9.322219295,9.280599586,Training
8.892094603,9.130779282,Training
10.36172784,10.2620423,Training
9.361727836,9.384360198,Training
10.07918125,9.995541394,Training
9.833147112,9.733411381,Training
10.50514998,10.40531001,Training
10.09342169,9.993294613,Training
9.176091259,9.533782899,Training
9.46686762,9.567078327,Training
9.322219295,9.225806684,Training
9.869818208,9.958378502,Training
9.875061263,9.775229371,Training
10.07918125,9.978888058,Training
8.546542663,8.589213064,Training
9.920123326,9.989946041,Training
10.11394335,10.21426272,Training
9.113943352,9.013893457,Training
10.11394335,10.21423444,Training
9.278753601,9.378676684,Training
9.907948522,9.848941622,Training
9.079181246,9.013813745,Training
9.113943352,9.013868528,Training
9.301029996,9.401178505,Training
9.85672889,9.756923944,Training
10.20411998,10.10436511,Training
9,9.099674301,Training
9.462397998,9.362218874,Training
9.589949601,9.689781085,Training
9.780317312,9.680058988,Training
9.791690649,9.692379032,Training
9.993876915,9.893450921,Training
10.00432137,9.890166553,Training
8.959041392,9.058861753,Training
9.840106094,9.740137745,Training
7,8.154870999,Training
9.755874856,9.655689338,Training
7.633468456,7.733512591,Training
9.397940009,9.297649174,Training
9.374748346,9.474512144,Training
9.982271233,9.882232312,Training
9.77815125,9.677909971,Training
9.857332496,9.774837298,Training
9.92992956,9.278922352,Training
9.84509804,9.745252559,Training
8.880813592,8.847465055,Training
9.079181246,9.12467527,Training
8.053078443,8.384459902,Training
10.11394335,10.41844595,Training
9.638489257,9.538319064,Training
10.25527251,9.633048538,Training
9.812913357,9.81399657,Training
9.875061263,9.774837298,Training
9.73239376,9.498113954,Training
9.740362689,9.96679021,Training
9.77815125,9.878592211,Training
8.643452676,9.018694545,Training
9.361727836,9.384360198,Training
9.698970004,9.730347365,Training
9.146128036,9.214349905,Training
9.579783597,9.528823417,Training
9.806179974,9.706362511,Training
9.7084209,9.808642253,Training
9.257678575,9.635166688,Training
10.41497335,10.31479984,Training
9.920123326,9.820230046,Training
9.230448921,9.130779282,Training
9.762678564,9.738631217,Training
9.838849091,9.738631217,Training
9.643452676,9.543823585,Training
7.380211242,7.480107932,Training
7,8.82474236,Training
9.762678564,9.862784075,Training
10.11394335,10.01380589,Training
9.886490725,9.945241749,Training
8.544068044,9.018694545,Training
8.62324929,8.523025882,Training
9.437750563,9.537918023,Training
8.653212514,8.753454217,Training
10,10.05514244,Training
10.04139269,9.959156855,Training
9.691081492,9.854101823,Training
9.763427994,9.939713583,Training
9.923761961,10.02403557,Training
9.77815125,9.705951058,Training
9.672097858,9.572522128,Training
9.806179974,9.018694545,Training
9.591064607,9.490766195,Training
10.11394335,9.890349781,Training
9.544068044,9.444212111,Training
10.43136376,10.03680396,Training
9.84509804,9.745252559,Training
10.36172784,10.26192813,Training
9.591064607,9.670532436,Training
9.414973348,9.515256153,Training
9.716003344,9.615912025,Training
9.176091259,9.276396876,Training
9.869818208,9.769979266,Training
